rank,author,total_books,books3_books,libgen_books,public_domain,affected_by,sued_over
592,Marisa Silver,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
593,Mark Penn,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
594,Marshall Sahlins,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
595,Matt Stone,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
596,Maurice Bloomfield,4,0,4,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
597,Mayim Bialik,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
598,Michael Berenbaum,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
599,Michael Bloomberg,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
600,Michael Ellsberg,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
601,Michael Gurian,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
602,Michael Mayer (director),4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
603,Michael Solomonov,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
604,Mihail Sebastian,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
605,Milton Mayer,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
606,Miriam Lichtheim,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
607,Moses Hadas,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
608,Myla Goldberg,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
609,Nathaniel Rich (novelist),4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
610,Norman Podhoretz,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
611,Norman Polmar,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
612,Osip Mandelstam,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
613,Phyllis Chesler,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
614,Robert Kaufman,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
615,Robert Scheer,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
616,Robin Hemley,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
617,Rosalind E. Krauss,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
618,Sam Lipsyte,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
619,Samuel Heilman,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
620,Sandra Lee (chef),4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
621,Scott Raab,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
622,Shalom Auslander,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
623,Shaul Magid,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
624,Sidney Hook,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
625,Sidney Shapiro,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
626,Stephen Miller,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
627,Steve Stern (writer),4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
628,Steven Goldberg,4,1,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
629,Susan Brownmiller,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
630,Tim Wise,4,4,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
631,Wendy Kaminer,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
632,William Novak,4,2,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
633,Yonah Alexander,4,0,4,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
634,Yossi Klein Halevi,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
635,Ze'ev Chafets,4,3,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
636,A. J. Jacobs,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
637,A. J. Liebling,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
638,A. Scott Berg,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
639,Aaron Cohen (actor),3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
640,Aaron Swartz,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
641,Abigail Pogrebin,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
642,Abraham ibn Ezra,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
643,Adam Langer,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
644,Agnes Callard,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
645,Alan Arkin,3,1,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
646,Alan Zweibel,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
647,Alana Newhouse,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
648,Albert Cohen (novelist),3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
649,Alejandra Pizarnik,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
650,Alexander Zaitchik,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
651,Alexandra Juhasz,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
652,Alfred E. Kahn,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
653,Alfred Kadushin,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
654,Alison Stone (poet),3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
655,Anatoly Liberman,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
656,Ann Lewis,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
657,Ann VanderMeer,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
658,Anna Seghers,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
659,Anthony Shaffer (writer),3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
660,Arthur Hertzberg,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
661,Aryeh Neier,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
662,Barbara Cohen,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
663,Barton Gellman,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
664,Ben Hecht,3,0,3,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
665,Benjamin Balint,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
666,Benjamin Blech,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
667,Benjamin Frankel (rabbi),3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
668,Benjamin Moser,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
669,Bennett Cerf,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
670,Bernard Cooper,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
671,Bernie Sanders,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
672,Burt Bacharach,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
673,Carl Gottlieb,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
674,Cass Sunstein,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
675,Charles Fried,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
676,Charles Krauthammer,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
677,Claude Steiner,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
678,Daniel Goldberg (producer),3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
679,Danny Meyer,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
680,Dara Horn,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
681,David Albahari,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
682,David B. Feldman,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
683,David Baddiel,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
684,David Biespiel,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
685,David Crane (producer),3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
686,David Cross,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
687,David Elkind,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
688,David Harsanyi,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
689,David Hirsh,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
690,David S. Goyer,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
691,David Sacks (writer),3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
692,David Sirota,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
693,Dean Spade,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
694,Delmore Schwartz,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
695,E. L. Doctorow,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
696,Edward Stankiewicz,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
697,Elaine Dundy,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
698,Elisa Albert,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
699,Elsa Morante,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
700,Emily Barton,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
701,Francis Lieber,3,0,3,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
702,Gail Saltz,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
703,Gary Gach,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
704,Gary Gruber,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
705,Gerold Frank,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
706,Gillian Slovo,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
707,Gordon Lish,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
708,Hans Jonas,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
709,Harry Magdoff,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
710,Hettie Jones,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
711,Hindy Najman,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
712,Ilya Kaminsky,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
713,Irving Kristol,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
714,Itamar Moses,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
715,Jacob J. Schacter,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
716,Jacob Sager Weinstein,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
717,Jacob Weisberg,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
718,Jacqueline Susann,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
719,James Fadiman,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
720,Janusz Korczak,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
721,Jared Cohen,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
722,Jay Sekulow,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
723,Jed Rubenfeld,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
724,Jeff Ross,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
725,Jerome Rothenberg,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
726,Jesse Andrews,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
727,Jim Cramer,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
728,Joachim Neugroschel,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
729,Joe Conason,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
730,Joe Hyams,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
731,Joe Klein,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
732,Joel Kotkin,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
733,Joel Stein,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
734,Jonah Lehrer,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
735,Jonathan Ames,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
736,Jonathan Goldstein (author),3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
737,Jonathan L. Friedmann,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
738,Jonathan Rauch,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
739,Jordan Mechner,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
740,Joseph Berger (author),3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
741,Joshua Bloch (rabbi),3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
742,Joshua Hammer,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
743,Joshua Rubenstein,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
744,Joyce Johnson (author),3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
745,Justin Halpern,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
746,Kate Bornstein,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
747,Katha Pollitt,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
748,Kathy Acker,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
749,Katie Roiphe,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
750,Kenneth Arrow,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
751,Kenneth Lonergan,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
752,Kirk Douglas,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
753,Kyra Davis,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
754,Leonard Michaels,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
755,Lev Loseff,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
756,Linda Pastan,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
757,Lisa Goldstein,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
758,Lisa Miller (journalist),3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
759,Lore Segal,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
760,M. J. Rose,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
761,Maida Heatter,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
762,Margot Adler,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
763,Mario Mieli,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
764,Mark Matousek,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
765,Mark Strand,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
766,Marshall Berman,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
767,Mathew Klickstein,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
768,Max Lerner,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
769,Mel Brooks,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
770,Melissa Fay Greene,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
771,Michael H. Hart,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
772,Michael Rothberg,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
773,Michael Signer,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
774,Nancy K. Miller,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
775,Nick Sagan,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
776,Nina Raine,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
777,Norman Manea,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
778,Norman Solomon,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
779,Norton Juster,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
780,Ottessa Moshfegh,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
781,Pamela Geller,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
782,Patricia Marx (humorist),3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
783,Paul Berman,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
784,Paul Celan,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
785,Paul Newman,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
786,Paul Rudnick,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
787,Peggy Adler,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
788,Peggy Orenstein,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
789,Peter Beinart,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
790,Peter Kuper,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
791,Peter Mendelsund,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
792,Peter Weiss,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
793,Rachel Levin (author),3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
794,Rachel Zoe,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
795,Randy Newman,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
796,Raymond Federman,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
797,Renia Spiegel,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
798,Richard Ellmann,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
799,Richard Howard,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
800,Richard Plant (writer),3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
801,Rivka Galchen,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
802,Robert Brustein,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
803,Robert Grossman (artist),3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
804,Robert K. Merton,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
805,Rona Jaffe,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
806,Rudolf Arnheim,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
807,Ruth Behar,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
808,Sara Horowitz,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
809,Shel Silverstein,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
810,Sholem Aleichem,3,1,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
811,Shoshana Zuboff,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
812,Stephen Sondheim,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
813,Susan Neiman,3,3,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
814,Susan Starr Sered,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
815,Teddy Wayne,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
816,Tikva Frymer-Kensky,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
817,Tillie Olsen,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
818,Tod Goldberg,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
819,Tuvia Tenenbom,3,2,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
820,Udi Manber,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
821,Vivian Sobchack,3,0,3,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
822,Wes Nisker,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
823,Yoel Hoffmann,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
824,Yoram Hazony,3,1,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
825,A. M. Rosenthal,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
826,Abbi Jacobson,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
827,Abby Stein,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
828,Abraham Brumberg,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
829,Alan Coren,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
830,Alan Rosen (restaurant owner),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
831,Albert Memmi,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
832,Aleksandar Tišma,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
833,Alexandra Silber,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
834,Alicia Kozameh,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
835,Alicia Ostriker,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
836,Allan Lichtman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
837,Allan Neuwirth,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
838,Allen Kurzweil,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
839,Amanda Davis (writer),2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
840,Andrew G. Bostom,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
841,Andrew Goldberg (writer),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
842,Andrew Ross Sorkin,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
843,Anita Lobel,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
844,Ann Birstein,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
845,Anna Zeide,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
846,Anzia Yezierska,2,1,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
847,Arkady Martine,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
848,Arnold Lobel,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
849,Arthur Kurzweil,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
850,Aurora Levins Morales,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
851,Barbara Walters,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
852,Bari Weiss,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
853,Barry Scott Wimpfheimer,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
854,Benjamin Dreyer,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
855,Benjamin Fondane,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
856,Benjamin Rosenbaum,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
857,Bernard Goldberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
858,Beryl Satter,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
859,Betty Jean Lifton,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
860,Billy Wilder,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
861,Boaz Cohen,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
862,Boris Dralyuk,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
863,Bruce Eric Kaplan,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
864,Bruce Wasserstein,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
865,Caprice Crane,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
866,Carl Djerassi,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
867,Carol Matas,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
868,Carole King,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
869,Caroline Glick,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
870,Catherine Newman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
871,Cathy Young,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
872,Charles Bernstein (poet),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
873,Charlie Kaufman,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
874,Chris Kraus (writer),2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
875,Chris Van Allsburg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
876,Clancy Sigal,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
877,Corinne Maier,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
878,Crescent Dragonwagon,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
879,Cynthia Freeman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
880,D. B. Weiss,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
881,Dan Jacobson,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
882,Daniel Keyes,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
883,Daniel Pinkwater,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
884,Daniel Torday,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
885,Daphne Merkin,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
886,Daphne Patai,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
